pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
SW128JP,SW12 8JP,SW12 8JP,198001,,0,528380,173572,1,E00022862,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,4A3,51.446593,-0.154015,E37000023,,E23000001,22063,E57000003,E54000031
SW128JQ,SW12 8JQ,SW12 8JQ,198001,,0,528225,173620,1,E00022904,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.44706,-0.156227,E37000023,,E23000001,22063,E57000003,E54000031
SW128JR,SW12 8JR,SW12 8JR,198001,,0,528341,173648,1,E00022901,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,3D2,51.447285,-0.154549,E37000023,,E23000001,20846,E57000003,E54000031
SW128JS,SW12 8JS,SW12 8JS,198001,,0,528177,173861,1,E00022900,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,5A3,51.449237,-0.156805,E37000023,,E23000001,20846,E57000003,E54000031
SW128JT,SW12 8JT,SW12 8JT,199002,199012,1,528200,173900,8,E00022898,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,2D2,51.449582,-0.156485,E37000023,,E23000001,20846,E57000003,E54000031
SW128JU,SW12 8JU,SW12 8JU,198001,,0,528183,173902,1,E00022898,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,2D2,51.449604,-0.156729,E37000023,,E23000001,20846,E57000003,E54000031
SW128JW,SW12 8JW,SW12 8JW,198001,,0,528412,173505,1,E00022866,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,3D3,51.445985,-0.153554,E37000023,,E23000001,22063,E57000003,E54000031
SW128JX,SW12 8JX,SW12 8JX,198001,,0,528240,173868,1,E00022898,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,2D2,51.449285,-0.155922,E37000023,,E23000001,20846,E57000003,E54000031
SW128JY,SW12 8JY,SW12 8JY,198001,,0,528311,173724,1,E00022901,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,3D2,51.447975,-0.154953,E37000023,,E23000001,20846,E57000003,E54000031
SW128JZ,SW12 8JZ,SW12 8JZ,198001,,0,528283,173354,1,E00022869,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004545,E02000949,E33030730,E38000193,E34004707,E35000095,A1,3D2,51.444656,-0.155489,E37000023,,E23000001,23829,E57000003,E54000031
SW128LA,SW12 8LA,SW12 8LA,198001,,0,528300,173618,1,E00022862,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,4A3,51.447025,-0.155149,E37000023,,E23000001,22063,E57000003,E54000031
SW128LB,SW12 8LB,SW12 8LB,198410,199112,1,528200,173600,8,E00022904,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.446886,-0.156594,E37000023,,E23000001,22063,E57000003,E54000031
SW128LD,SW12 8LD,SW12 8LD,198710,199012,1,528200,173500,8,E00022864,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.445987,-0.15663,E37000023,,E23000001,22063,E57000003,E54000031
SW128LE,SW12 8LE,SW12 8LE,198001,,0,528179,173481,1,E00022864,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.445821,-0.156939,E37000023,,E23000001,22063,E57000003,E54000031
SW128LF,SW12 8LF,SW12 8LF,198001,,0,528154,173512,1,E00022864,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.446105,-0.157287,E37000023,,E23000001,22063,E57000003,E54000031
SW128LG,SW12 8LG,SW12 8LG,198001,,0,528031,173419,1,E00022868,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,3D2,51.445297,-0.15909,E37000023,,E23000001,28352,E57000003,E54000031
SW128LH,SW12 8LH,SW12 8LH,198001,,0,527996,173478,1,E00022863,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,5A3,51.445836,-0.159572,E37000023,,E23000001,28352,E57000003,E54000031
SW128LJ,SW12 8LJ,SW12 8LJ,198001,,0,527977,173498,1,E00022863,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,5A3,51.44602,-0.159813,E37000023,,E23000001,28352,E57000003,E54000031
SW128LL,SW12 8LL,SW12 8LL,198001,,0,528132,173568,1,E00022904,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.446614,-0.157583,E37000023,,E23000001,22063,E57000003,E54000031
SW128LN,SW12 8LN,SW12 8LN,198001,,0,528154,173538,1,E00022864,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.446339,-0.157278,E37000023,,E23000001,22063,E57000003,E54000031
SW128LP,SW12 8LP,SW12 8LP,198001,,0,528128,173632,1,E00022904,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.44719,-0.157618,E37000023,,E23000001,22063,E57000003,E54000031
SW128LQ,SW12 8LQ,SW12 8LQ,198001,,0,528005,173446,1,E00022867,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.445546,-0.159454,E37000023,,E23000001,28352,E57000003,E54000031
SW128LR,SW12 8LR,SW12 8LR,198001,,0,527956,173561,1,E00022863,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,5A3,51.44659,-0.160117,E37000023,,E23000001,28352,E57000003,E54000031
SW128LS,SW12 8LS,SW12 8LS,198001,,0,527971,173535,1,E00022863,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,5A3,51.446353,-0.159911,E37000023,,E23000001,28352,E57000003,E54000031
SW128LW,SW12 8LW,SW12 8LW,198001,,0,528131,173595,1,E00022904,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004544,E02000943,E33036575,E38000193,E34004707,E35000095,A1,2D2,51.446857,-0.157588,E37000023,,E23000001,22063,E57000003,E54000031
SW128LX,SW12 8LX,SW12 8LX,199301,199501,1,528100,173800,8,E00022899,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,2C1,51.448706,-0.15796,E37000023,,E23000001,20846,E57000003,E54000031
SW128LY,SW12 8LY,SW12 8LY,198001,,0,528185,173982,1,E00022898,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,2D2,51.450322,-0.156671,E37000023,,E23000001,20846,E57000003,E54000031
SW128LZ,SW12 8LZ,SW12 8LZ,198402,,0,528082,173932,1,E00022899,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,2C1,51.449896,-0.158171,E37000023,,E23000001,20846,E57000003,E54000031
SW128NA,SW12 8NA,SW12 8NA,198001,,1,528094,173804,1,E00022899,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,2C1,51.448743,-0.158045,E37000023,,E23000001,20846,E57000003,E54000031
SW128NB,SW12 8NB,SW12 8NB,198001,,1,527974,173869,1,E00022899,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,2C1,51.449354,-0.159747,E37000023,,E23000001,20846,E57000003,E54000031
SW128ND,SW12 8ND,SW12 8ND,198001,,0,527936,173783,1,E00022861,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,5A2,51.44859,-0.160325,E37000023,,E23000001,20846,E57000003,E54000031
SW128NE,SW12 8NE,SW12 8NE,198001,,0,527843,173805,1,E00022861,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,5A2,51.448809,-0.161654,E37000023,,E23000001,20846,E57000003,E54000031
SW128NF,SW12 8NF,SW12 8NF,198001,,0,527866,173725,1,E00022861,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,5A2,51.448085,-0.161352,E37000023,,E23000001,20846,E57000003,E54000031
SW128NG,SW12 8NG,SW12 8NG,198001,201701,0,527773,173746,1,E00022903,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.448294,-0.162682,E37000023,,E23000001,28352,E57000003,E54000031
SW128NH,SW12 8NH,SW12 8NH,198001,,0,527713,173608,1,E00022903,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.447068,-0.163595,E37000023,,E23000001,28352,E57000003,E54000031
SW128NJ,SW12 8NJ,SW12 8NJ,198001,,0,527799,173536,1,E00022903,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.446401,-0.162384,E37000023,,E23000001,28352,E57000003,E54000031
SW128NL,SW12 8NL,SW12 8NL,198001,,0,527681,173643,1,E00022903,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.447389,-0.164043,E37000023,,E23000001,28352,E57000003,E54000031
SW128NN,SW12 8NN,SW12 8NN,198001,,0,527779,173817,1,E00022527,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036548,E38000193,E34004707,E35000095,A1,2D2,51.448931,-0.162545,E37000023,,E23000001,24219,E57000003,E54000031
SW128NP,SW12 8NP,SW12 8NP,198001,,0,527906,173906,1,E00022525,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036548,E38000193,E34004707,E35000095,A1,4A3,51.449702,-0.160712,E37000023,,E23000001,24219,E57000003,E54000031
SW128NQ,SW12 8NQ,SW12 8NQ,198001,,0,527717,173702,1,E00022903,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.447912,-0.163504,E37000023,,E23000001,28352,E57000003,E54000031
SW128NR,SW12 8NR,SW12 8NR,198001,,0,527994,173955,1,E00022518,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036546,E38000193,E34004707,E35000095,A1,5B1,51.450123,-0.159428,E37000023,,E23000001,24219,E57000003,E54000031
SW128NS,SW12 8NS,SW12 8NS,198001,,0,528099,173998,1,E00022524,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036546,E38000193,E34004707,E35000095,A1,2D1,51.450485,-0.157903,E37000023,,E23000001,24219,E57000003,E54000031
SW128NT,SW12 8NT,SW12 8NT,198001,,0,528119,174023,1,E00022524,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036546,E38000193,E34004707,E35000095,A1,2D1,51.450706,-0.157606,E37000023,,E23000001,24219,E57000003,E54000031
SW128NU,SW12 8NU,SW12 8NU,198001,,0,528145,174017,1,E00022524,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036546,E38000193,E34004707,E35000095,A1,2D1,51.450646,-0.157234,E37000023,,E23000001,24219,E57000003,E54000031
SW128NW,SW12 8NW,SW12 8NW,198001,,0,527840,173853,1,E00022525,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036548,E38000193,E34004707,E35000095,A1,4A3,51.449241,-0.16168,E37000023,,E23000001,24219,E57000003,E54000031
SW128NX,SW12 8NX,SW12 8NX,198001,,0,528135,173970,1,E00022898,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,2D2,51.450226,-0.157369,E37000023,,E23000001,20846,E57000003,E54000031
SW128NY,SW12 8NY,SW12 8NY,198001,,0,528196,174038,1,E00022524,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036546,E38000193,E34004707,E35000095,A1,2D1,51.450823,-0.156493,E37000023,,E23000001,24219,E57000003,E54000031
SW128NZ,SW12 8NZ,SW12 8NZ,198001,,0,527902,173844,1,E00022861,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,5A2,51.449146,-0.160792,E37000023,,E23000001,20846,E57000003,E54000031
SW128PA,SW12 8PA,SW12 8PA,198001,200311,1,528120,173961,1,E00022898,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,2D2,51.450148,-0.157614,E37000023,,E23000001,20846,E57000003,E54000031
SW128PB,SW12 8PB,SW12 8PB,199208,,0,527719,173529,1,E00022903,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004542,E02000943,E33036572,E38000193,E34004707,E35000095,A1,2D2,51.446357,-0.163512,E37000023,,E23000001,28352,E57000003,E54000031
SW128PD,SW12 8PD,SW12 8PD,198001,199507,1,528100,173900,8,E00022899,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036548,E38000193,E34004707,E35000095,A1,2C1,51.449605,-0.157924,E37000023,,E23000001,20846,E57000003,E54000031
SW128PE,SW12 8PE,SW12 8PE,198410,,0,528164,174057,1,E00022524,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004479,E02000939,E33036546,E38000193,E34004707,E35000095,A1,2D1,51.451001,-0.156921,E37000023,,E23000001,24219,E57000003,E54000031
SW128PG,SW12 8PG,SW12 8PG,198001,,0,528441,173696,1,E00022500,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.447694,-0.153093,E37000023,,E23000001,16534,E57000003,E54000031
SW128PH,SW12 8PH,SW12 8PH,199405,200311,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW128PJ,SW12 8PJ,SW12 8PJ,198001,,0,528534,173720,1,E00022492,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,3D2,51.447889,-0.151747,E37000023,,E23000001,24666,E57000003,E54000031
SW128PL,SW12 8PL,SW12 8PL,198001,,0,528505,173751,1,E00022493,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,5A3,51.448174,-0.152153,E37000023,,E23000001,24666,E57000003,E54000031
SW128PN,SW12 8PN,SW12 8PN,198001,,0,528561,173769,1,E00022492,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,3D2,51.448323,-0.151341,E37000023,,E23000001,24666,E57000003,E54000031
SW128PP,SW12 8PP,SW12 8PP,198001,,0,528735,173795,1,E00022529,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036569,E38000193,E34004707,E35000095,A1,2D2,51.448518,-0.148803,E37000023,,E23000001,24666,E57000003,E54000031
SW128PQ,SW12 8PQ,SW12 8PQ,198001,,0,528424,173724,1,E00022493,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,5A3,51.44795,-0.153302,E37000023,,E23000001,24666,E57000003,E54000031
SW128PS,SW12 8PS,SW12 8PS,198001,,0,528676,173712,1,E00022495,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,3D3,51.447785,-0.149707,E37000023,,E23000001,16534,E57000003,E54000031
SW128PT,SW12 8PT,SW12 8PT,198001,,0,528699,173661,1,E00022495,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,3D3,51.447321,-0.149395,E37000023,,E23000001,16534,E57000003,E54000031
SW128PU,SW12 8PU,SW12 8PU,199507,,0,528628,173545,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446295,-0.150458,E37000023,,E23000001,16534,E57000003,E54000031
SW128PW,SW12 8PW,SW12 8PW,198001,,0,528629,173757,1,E00022495,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,3D3,51.4482,-0.150367,E37000023,,E23000001,16534,E57000003,E54000031
SW128PX,SW12 8PX,SW12 8PX,198001,,0,528633,173687,1,E00022495,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,3D3,51.44757,-0.150335,E37000023,,E23000001,16534,E57000003,E54000031
SW128PY,SW12 8PY,SW12 8PY,198001,,0,528642,173645,1,E00022495,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,3D3,51.44719,-0.150221,E37000023,,E23000001,16534,E57000003,E54000031
SW128PZ,SW12 8PZ,SW12 8PZ,198001,,0,528608,173619,1,E00022492,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,3D2,51.446964,-0.150719,E37000023,,E23000001,24666,E57000003,E54000031
SW128QA,SW12 8QA,SW12 8QA,198001,,0,528696,173761,1,E00022495,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,3D3,51.44822,-0.149402,E37000023,,E23000001,16534,E57000003,E54000031
SW128QB,SW12 8QB,SW12 8QB,198001,,0,528528,173815,1,E00022493,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,5A3,51.448744,-0.151799,E37000023,,E23000001,24666,E57000003,E54000031
SW128QD,SW12 8QD,SW12 8QD,198001,,0,528527,173878,1,E00022493,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,5A3,51.44931,-0.15179,E37000023,,E23000001,24666,E57000003,E54000031
SW128QE,SW12 8QE,SW12 8QE,198001,,0,528490,173897,1,E00022488,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.449489,-0.152315,E37000023,,E23000001,24666,E57000003,E54000031
SW128QF,SW12 8QF,SW12 8QF,198001,,0,528454,173845,1,E00022493,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,5A3,51.44903,-0.152852,E37000023,,E23000001,24666,E57000003,E54000031
SW128QG,SW12 8QG,SW12 8QG,198001,,0,528413,173857,1,E00022488,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004472,E02000943,E33036571,E38000193,E34004707,E35000095,A1,2D2,51.449147,-0.153437,E37000023,,E23000001,24666,E57000003,E54000031
SW128QH,SW12 8QH,SW12 8QH,198001,,0,528308,173778,1,E00022901,E13000001,E99999999,E09000032,E05000618,E18000007,E40000003,E92000001,E12000007,E14000998,E15000007,E24000014,E30000234,E16000061,E05000618,E99999999,E01004550,E02000939,E33036547,E38000193,E34004707,E35000095,A1,3D2,51.448461,-0.154976,E37000023,,E23000001,20846,E57000003,E54000031
