State Code,State,disease,Calendar Year,# Incidents Per 100000 Per Location,Vaccine has been introduced Flag
IA,IOWA,PERTUSSIS,1945,12,1
ID,IDAHO,PERTUSSIS,1945,71,1
IL,ILLINOIS,PERTUSSIS,1945,51,1
IN,INDIANA,PERTUSSIS,1945,31,1
KS,KANSAS,PERTUSSIS,1945,88,1
KY,KENTUCKY,PERTUSSIS,1945,75,1
LA,LOUISIANA,PERTUSSIS,1945,12,1
MA,MASSACHUSETTS,PERTUSSIS,1945,161,1
MD,MARYLAND,PERTUSSIS,1945,133,1
ME,MAINE,PERTUSSIS,1945,249,1
MI,MICHIGAN,PERTUSSIS,1945,88,1
MN,MINNESOTA,PERTUSSIS,1945,36,1
MO,MISSOURI,PERTUSSIS,1945,25,1
MS,MISSISSIPPI,PERTUSSIS,1945,0,1
MT,MONTANA,PERTUSSIS,1945,86,1
NC,NORTH CAROLINA,PERTUSSIS,1945,165,1
ND,NORTH DAKOTA,PERTUSSIS,1945,22,1
NE,NEBRASKA,PERTUSSIS,1945,19,1
NH,NEW HAMPSHIRE,PERTUSSIS,1945,45,1
NJ,NEW JERSEY,PERTUSSIS,1945,164,1
NM,NEW MEXICO,PERTUSSIS,1945,65,1
NV,NEVADA,PERTUSSIS,1945,31,1
NY,NEW YORK,PERTUSSIS,1945,103,1
OH,OHIO,PERTUSSIS,1945,108,1
OK,OKLAHOMA,PERTUSSIS,1945,32,1
OR,OREGON,PERTUSSIS,1945,60,1
PA,PENNSYLVANIA,PERTUSSIS,1945,96,1
RI,RHODE ISLAND,PERTUSSIS,1945,111,1
SC,SOUTH CAROLINA,PERTUSSIS,1945,184,1
SD,SOUTH DAKOTA,PERTUSSIS,1945,29,1
TN,TENNESSEE,PERTUSSIS,1945,49,1
TX,TEXAS,PERTUSSIS,1945,150,1
UT,UTAH,PERTUSSIS,1945,217,1
VA,VIRGINIA,PERTUSSIS,1945,88,1
VT,VERMONT,PERTUSSIS,1945,444,1
WA,WASHINGTON,PERTUSSIS,1945,58,1
WI,WISCONSIN,PERTUSSIS,1945,115,1
WV,WEST VIRGINIA,PERTUSSIS,1945,67,1
WY,WYOMING,PERTUSSIS,1945,88,1
AL,ALABAMA,PERTUSSIS,1946,36,1
AR,ARKANSAS,PERTUSSIS,1946,27,1
AZ,ARIZONA,PERTUSSIS,1946,113,1
CA,CALIFORNIA,PERTUSSIS,1946,42,1
CO,COLORADO,PERTUSSIS,1946,89,1
CT,CONNECTICUT,PERTUSSIS,1946,115,1
DE,DELAWARE,PERTUSSIS,1946,61,1
FL,FLORIDA,PERTUSSIS,1946,41,1
GA,GEORGIA,PERTUSSIS,1946,18,1
IA,IOWA,PERTUSSIS,1946,41,1
ID,IDAHO,PERTUSSIS,1946,95,1
IL,ILLINOIS,PERTUSSIS,1946,66,1
IN,INDIANA,PERTUSSIS,1946,32,1
KS,KANSAS,PERTUSSIS,1946,62,1
KY,KENTUCKY,PERTUSSIS,1946,47,1
LA,LOUISIANA,PERTUSSIS,1946,12,1
MA,MASSACHUSETTS,PERTUSSIS,1946,144,1
MD,MARYLAND,PERTUSSIS,1946,63,1
ME,MAINE,PERTUSSIS,1946,102,1
MI,MICHIGAN,PERTUSSIS,1946,125,1
MN,MINNESOTA,PERTUSSIS,1946,19,1
MO,MISSOURI,PERTUSSIS,1946,18,1
MT,MONTANA,PERTUSSIS,1946,40,1
NC,NORTH CAROLINA,PERTUSSIS,1946,94,1
ND,NORTH DAKOTA,PERTUSSIS,1946,9,1
NE,NEBRASKA,PERTUSSIS,1946,15,1
NH,NEW HAMPSHIRE,PERTUSSIS,1946,40,1
NJ,NEW JERSEY,PERTUSSIS,1946,157,1
NM,NEW MEXICO,PERTUSSIS,1946,94,1
NV,NEVADA,PERTUSSIS,1946,15,1
NY,NEW YORK,PERTUSSIS,1946,68,1
OH,OHIO,PERTUSSIS,1946,58,1
OK,OKLAHOMA,PERTUSSIS,1946,22,1
OR,OREGON,PERTUSSIS,1946,61,1
PA,PENNSYLVANIA,PERTUSSIS,1946,66,1
RI,RHODE ISLAND,PERTUSSIS,1946,171,1
SC,SOUTH CAROLINA,PERTUSSIS,1946,108,1
SD,SOUTH DAKOTA,PERTUSSIS,1946,7,1
TN,TENNESSEE,PERTUSSIS,1946,39,1
TX,TEXAS,PERTUSSIS,1946,117,1
UT,UTAH,PERTUSSIS,1946,118,1
VA,VIRGINIA,PERTUSSIS,1946,95,1
VT,VERMONT,PERTUSSIS,1946,273,1
WA,WASHINGTON,PERTUSSIS,1946,66,1
WI,WISCONSIN,PERTUSSIS,1946,222,1
WV,WEST VIRGINIA,PERTUSSIS,1946,66,1
WY,WYOMING,PERTUSSIS,1946,97,1
AL,ALABAMA,PERTUSSIS,1947,76,1
AR,ARKANSAS,PERTUSSIS,1947,88,1
AZ,ARIZONA,PERTUSSIS,1947,175,1
CA,CALIFORNIA,PERTUSSIS,1947,83,1
CO,COLORADO,PERTUSSIS,1947,165,1
CT,CONNECTICUT,PERTUSSIS,1947,147,1
DE,DELAWARE,PERTUSSIS,1947,69,1
FL,FLORIDA,PERTUSSIS,1947,72,1
GA,GEORGIA,PERTUSSIS,1947,39,1
IA,IOWA,PERTUSSIS,1947,45,1
ID,IDAHO,PERTUSSIS,1947,100,1
IL,ILLINOIS,PERTUSSIS,1947,57,1
IN,INDIANA,PERTUSSIS,1947,60,1
KS,KANSAS,PERTUSSIS,1947,92,1
KY,KENTUCKY,PERTUSSIS,1947,56,1
LA,LOUISIANA,PERTUSSIS,1947,18,1
MA,MASSACHUSETTS,PERTUSSIS,1947,150,1
MD,MARYLAND,PERTUSSIS,1947,173,1
ME,MAINE,PERTUSSIS,1947,117,1
MI,MICHIGAN,PERTUSSIS,1947,160,1
MN,MINNESOTA,PERTUSSIS,1947,91,1
MO,MISSOURI,PERTUSSIS,1947,38,1
MS,MISSISSIPPI,PERTUSSIS,1947,16,1
MT,MONTANA,PERTUSSIS,1947,100,1
NC,NORTH CAROLINA,PERTUSSIS,1947,79,1
ND,NORTH DAKOTA,PERTUSSIS,1947,66,1
NE,NEBRASKA,PERTUSSIS,1947,51,1
NH,NEW HAMPSHIRE,PERTUSSIS,1947,26,1
NJ,NEW JERSEY,PERTUSSIS,1947,173,1
NM,NEW MEXICO,PERTUSSIS,1947,139,1
NV,NEVADA,PERTUSSIS,1947,7,1
NY,NEW YORK,PERTUSSIS,1947,70,1
OH,OHIO,PERTUSSIS,1947,127,1
OK,OKLAHOMA,PERTUSSIS,1947,49,1
OR,OREGON,PERTUSSIS,1947,52,1
PA,PENNSYLVANIA,PERTUSSIS,1947,91,1
RI,RHODE ISLAND,PERTUSSIS,1947,126,1
SC,SOUTH CAROLINA,PERTUSSIS,1947,210,1
SD,SOUTH DAKOTA,PERTUSSIS,1947,25,1
TN,TENNESSEE,PERTUSSIS,1947,58,1
TX,TEXAS,PERTUSSIS,1947,279,1
UT,UTAH,PERTUSSIS,1947,90,1
VA,VIRGINIA,PERTUSSIS,1947,127,1
VT,VERMONT,PERTUSSIS,1947,331,1
WA,WASHINGTON,PERTUSSIS,1947,66,1
WI,WISCONSIN,PERTUSSIS,1947,234,1
WV,WEST VIRGINIA,PERTUSSIS,1947,52,1
WY,WYOMING,PERTUSSIS,1947,84,1
ND,NORTH DAKOTA,POLIO,1948,23,0
AL,ALABAMA,PERTUSSIS,1948,42,1
AR,ARKANSAS,PERTUSSIS,1948,66,1
AZ,ARIZONA,PERTUSSIS,1948,176,1
CA,CALIFORNIA,PERTUSSIS,1948,36,1
CO,COLORADO,PERTUSSIS,1948,136,1
CT,CONNECTICUT,PERTUSSIS,1948,39,1
DE,DELAWARE,PERTUSSIS,1948,23,1
FL,FLORIDA,PERTUSSIS,1948,32,1
GA,GEORGIA,PERTUSSIS,1948,17,1
IA,IOWA,PERTUSSIS,1948,20,1
ID,IDAHO,PERTUSSIS,1948,50,1
IL,ILLINOIS,PERTUSSIS,1948,27,1
IN,INDIANA,PERTUSSIS,1948,26,1
KS,KANSAS,PERTUSSIS,1948,79,1
KY,KENTUCKY,PERTUSSIS,1948,29,1
LA,LOUISIANA,PERTUSSIS,1948,10,1
MA,MASSACHUSETTS,PERTUSSIS,1948,63,1
MD,MARYLAND,PERTUSSIS,1948,45,1
ME,MAINE,PERTUSSIS,1948,90,1
MI,MICHIGAN,PERTUSSIS,1948,47,1
MN,MINNESOTA,PERTUSSIS,1948,26,1
MO,MISSOURI,PERTUSSIS,1948,19,1
MS,MISSISSIPPI,PERTUSSIS,1948,7,1
MT,MONTANA,PERTUSSIS,1948,56,1
NC,NORTH CAROLINA,PERTUSSIS,1948,53,1
ND,NORTH DAKOTA,PERTUSSIS,1948,49,1
NE,NEBRASKA,PERTUSSIS,1948,23,1
NH,NEW HAMPSHIRE,PERTUSSIS,1948,31,1
NJ,NEW JERSEY,PERTUSSIS,1948,63,1
NM,NEW MEXICO,PERTUSSIS,1948,112,1
NV,NEVADA,PERTUSSIS,1948,8,1
NY,NEW YORK,PERTUSSIS,1948,41,1
OH,OHIO,PERTUSSIS,1948,39,1
OK,OKLAHOMA,PERTUSSIS,1948,42,1
OR,OREGON,PERTUSSIS,1948,70,1
PA,PENNSYLVANIA,PERTUSSIS,1948,41,1
RI,RHODE ISLAND,PERTUSSIS,1948,37,1
SC,SOUTH CAROLINA,PERTUSSIS,1948,162,1
SD,SOUTH DAKOTA,PERTUSSIS,1948,20,1
TN,TENNESSEE,PERTUSSIS,1948,38,1
TX,TEXAS,PERTUSSIS,1948,159,1
UT,UTAH,PERTUSSIS,1948,94,1
VA,VIRGINIA,PERTUSSIS,1948,70,1
VT,VERMONT,PERTUSSIS,1948,345,1
WA,WASHINGTON,PERTUSSIS,1948,43,1
WI,WISCONSIN,PERTUSSIS,1948,91,1
WV,WEST VIRGINIA,PERTUSSIS,1948,52,1
WY,WYOMING,PERTUSSIS,1948,61,1
AL,ALABAMA,POLIO,1948,7,0
AR,ARKANSAS,POLIO,1948,8,0
AZ,ARIZONA,POLIO,1948,23,0
CA,CALIFORNIA,POLIO,1948,54,0
CO,COLORADO,POLIO,1948,10,0
CT,CONNECTICUT,POLIO,1948,6,0
DE,DELAWARE,POLIO,1948,41,0
FL,FLORIDA,POLIO,1948,10,0
GA,GEORGIA,POLIO,1948,7,0
IA,IOWA,POLIO,1948,46,0
ID,IDAHO,POLIO,1948,17,0
IL,ILLINOIS,POLIO,1948,13,0
IN,INDIANA,POLIO,1948,11,0
KS,KANSAS,POLIO,1948,17,0
KY,KENTUCKY,POLIO,1948,7,0
LA,LOUISIANA,POLIO,1948,6,0
MA,MASSACHUSETTS,POLIO,1948,4,0
MD,MARYLAND,POLIO,1948,6,0
ME,MAINE,POLIO,1948,5,0
MI,MICHIGAN,POLIO,1948,12,0
MN,MINNESOTA,POLIO,1948,50,0
MO,MISSOURI,POLIO,1948,9,0
MS,MISSISSIPPI,POLIO,1948,7,0
MT,MONTANA,POLIO,1948,11,0
NC,NORTH CAROLINA,POLIO,1948,58,0
NE,NEBRASKA,POLIO,1948,55,0
NH,NEW HAMPSHIRE,POLIO,1948,4,0
NJ,NEW JERSEY,POLIO,1948,17,0
NM,NEW MEXICO,POLIO,1948,13,0
NV,NEVADA,POLIO,1948,7,0
NY,NEW YORK,POLIO,1948,10,0
OH,OHIO,POLIO,1948,15,0
OK,OKLAHOMA,POLIO,1948,16,0
OR,OREGON,POLIO,1948,15,0
PA,PENNSYLVANIA,POLIO,1948,7,0
RI,RHODE ISLAND,POLIO,1948,1,0
SC,SOUTH CAROLINA,POLIO,1948,18,0
SD,SOUTH DAKOTA,POLIO,1948,152,0
TN,TENNESSEE,POLIO,1948,12,0
TX,TEXAS,POLIO,1948,18,0
UT,UTAH,POLIO,1948,32,0
VA,VIRGINIA,POLIO,1948,18,0
VT,VERMONT,POLIO,1948,8,0
WA,WASHINGTON,POLIO,1948,16,0
WI,WISCONSIN,POLIO,1948,20,0
WV,WEST VIRGINIA,POLIO,1948,9,0
WY,WYOMING,POLIO,1948,29,0
AL,ALABAMA,PERTUSSIS,1949,17,1
AR,ARKANSAS,PERTUSSIS,1949,42,1
AZ,ARIZONA,PERTUSSIS,1949,79,1
CA,CALIFORNIA,PERTUSSIS,1949,36,1
CO,COLORADO,PERTUSSIS,1949,27,1
CT,CONNECTICUT,PERTUSSIS,1949,84,1
DE,DELAWARE,PERTUSSIS,1949,72,1
FL,FLORIDA,PERTUSSIS,1949,7,1
GA,GEORGIA,PERTUSSIS,1949,7,1
IA,IOWA,PERTUSSIS,1949,7,1
ID,IDAHO,PERTUSSIS,1949,25,1
IL,ILLINOIS,PERTUSSIS,1949,46,1
IN,INDIANA,PERTUSSIS,1949,25,1
KS,KANSAS,PERTUSSIS,1949,21,1
KY,KENTUCKY,PERTUSSIS,1949,42,1
LA,LOUISIANA,PERTUSSIS,1949,4,1
MA,MASSACHUSETTS,PERTUSSIS,1949,98,1
MD,MARYLAND,PERTUSSIS,1949,55,1
ME,MAINE,PERTUSSIS,1949,55,1
MI,MICHIGAN,PERTUSSIS,1949,64,1
MN,MINNESOTA,PERTUSSIS,1949,6,1
MO,MISSOURI,PERTUSSIS,1949,9,1
MS,MISSISSIPPI,PERTUSSIS,1949,13,1
MT,MONTANA,PERTUSSIS,1949,16,1
NC,NORTH CAROLINA,PERTUSSIS,1949,36,1
ND,NORTH DAKOTA,PERTUSSIS,1949,25,1
NE,NEBRASKA,PERTUSSIS,1949,9,1
NH,NEW HAMPSHIRE,PERTUSSIS,1949,28,1
NJ,NEW JERSEY,PERTUSSIS,1949,92,1
NM,NEW MEXICO,PERTUSSIS,1949,31,1
NV,NEVADA,PERTUSSIS,1949,8,1
NY,NEW YORK,PERTUSSIS,1949,60,1
OH,OHIO,PERTUSSIS,1949,46,1
OK,OKLAHOMA,PERTUSSIS,1949,11,1
OR,OREGON,PERTUSSIS,1949,72,1
PA,PENNSYLVANIA,PERTUSSIS,1949,56,1
RI,RHODE ISLAND,PERTUSSIS,1949,34,1
SC,SOUTH CAROLINA,PERTUSSIS,1949,37,1
SD,SOUTH DAKOTA,PERTUSSIS,1949,8,1
TN,TENNESSEE,PERTUSSIS,1949,36,1
TX,TEXAS,PERTUSSIS,1949,69,1
UT,UTAH,PERTUSSIS,1949,140,1
VA,VIRGINIA,PERTUSSIS,1949,42,1
VT,VERMONT,PERTUSSIS,1949,86,1
WA,WASHINGTON,PERTUSSIS,1949,34,1
WI,WISCONSIN,PERTUSSIS,1949,97,1
WV,WEST VIRGINIA,PERTUSSIS,1949,54,1
WY,WYOMING,PERTUSSIS,1949,13,1
AL,ALABAMA,POLIO,1949,9,0
AR,ARKANSAS,POLIO,1949,54,0
AZ,ARIZONA,POLIO,1949,23,0
CA,CALIFORNIA,POLIO,1949,25,0
CO,COLORADO,POLIO,1949,52,0
CT,CONNECTICUT,POLIO,1949,32,0
DE,DELAWARE,POLIO,1949,15,0
FL,FLORIDA,POLIO,1949,11,0
GA,GEORGIA,POLIO,1949,7,0
IA,IOWA,POLIO,1949,47,0
ID,IDAHO,POLIO,1949,90,0
IL,ILLINOIS,POLIO,1949,33,0
IN,INDIANA,POLIO,1949,29,0
KS,KANSAS,POLIO,1949,39,0
KY,KENTUCKY,POLIO,1949,24,0
LA,LOUISIANA,POLIO,1949,9,0
MA,MASSACHUSETTS,POLIO,1949,38,0
MD,MARYLAND,POLIO,1949,11,0
ME,MAINE,POLIO,1949,52,0
MI,MICHIGAN,POLIO,1949,46,0
MN,MINNESOTA,POLIO,1949,64,0
MO,MISSOURI,POLIO,1949,34,0
MS,MISSISSIPPI,POLIO,1949,17,0
MT,MONTANA,POLIO,1949,18,0
NC,NORTH CAROLINA,POLIO,1949,6,0
ND,NORTH DAKOTA,POLIO,1949,75,0
NE,NEBRASKA,POLIO,1949,51,0
NH,NEW HAMPSHIRE,POLIO,1949,34,0
NJ,NEW JERSEY,POLIO,1949,31,0
NM,NEW MEXICO,POLIO,1949,32,0
NV,NEVADA,POLIO,1949,11,0
NY,NEW YORK,POLIO,1949,38,0
OH,OHIO,POLIO,1949,22,0
TX,TEXAS,POLIO,1949,30,0
OK,OKLAHOMA,POLIO,1949,63,0
PA,PENNSYLVANIA,POLIO,1949,8,0
RI,RHODE ISLAND,POLIO,1949,22,0
SC,SOUTH CAROLINA,POLIO,1949,5,0
SD,SOUTH DAKOTA,POLIO,1949,65,0
TN,TENNESSEE,POLIO,1949,17,0
WY,WYOMING,POLIO,1949,44,0
UT,UTAH,POLIO,1949,44,0
VA,VIRGINIA,POLIO,1949,10,0
VT,VERMONT,POLIO,1949,43,0
WA,WASHINGTON,POLIO,1949,26,0
WI,WISCONSIN,POLIO,1949,34,0
OR,OREGON,POLIO,1949,23,0
WV,WEST VIRGINIA,POLIO,1949,18,0
AK,ALASKA,PERTUSSIS,1950,64,1
AL,ALABAMA,PERTUSSIS,1950,38,1
AR,ARKANSAS,PERTUSSIS,1950,102,1
AZ,ARIZONA,PERTUSSIS,1950,258,1
CA,CALIFORNIA,PERTUSSIS,1950,47,1
CO,COLORADO,PERTUSSIS,1950,83,1
CT,CONNECTICUT,PERTUSSIS,1950,181,1
DE,DELAWARE,PERTUSSIS,1950,101,1
FL,FLORIDA,PERTUSSIS,1950,16,1
GA,GEORGIA,PERTUSSIS,1950,30,1
HI,HAWAII,PERTUSSIS,1950,6,1
IA,IOWA,PERTUSSIS,1950,42,1
ID,IDAHO,PERTUSSIS,1950,130,1
IL,ILLINOIS,PERTUSSIS,1950,37,1
IN,INDIANA,PERTUSSIS,1950,41,1
KS,KANSAS,PERTUSSIS,1950,77,1
KY,KENTUCKY,PERTUSSIS,1950,64,1
LA,LOUISIANA,PERTUSSIS,1950,8,1
MA,MASSACHUSETTS,PERTUSSIS,1950,118,1
MD,MARYLAND,PERTUSSIS,1950,95,1
ME,MAINE,PERTUSSIS,1950,209,1
MI,MICHIGAN,PERTUSSIS,1950,135,1
MN,MINNESOTA,PERTUSSIS,1950,43,1
MO,MISSOURI,PERTUSSIS,1950,34,1
MS,MISSISSIPPI,PERTUSSIS,1950,11,1
MT,MONTANA,PERTUSSIS,1950,106,1
NC,NORTH CAROLINA,PERTUSSIS,1950,79,1
ND,NORTH DAKOTA,PERTUSSIS,1950,53,1
NE,NEBRASKA,PERTUSSIS,1950,21,1
NH,NEW HAMPSHIRE,PERTUSSIS,1950,37,1
NJ,NEW JERSEY,PERTUSSIS,1950,126,1
NM,NEW MEXICO,PERTUSSIS,1950,136,1
NV,NEVADA,PERTUSSIS,1950,15,1
NY,NEW YORK,PERTUSSIS,1950,51,1
OH,OHIO,PERTUSSIS,1950,89,1
OK,OKLAHOMA,PERTUSSIS,1950,40,1
OR,OREGON,PERTUSSIS,1950,90,1
PA,PENNSYLVANIA,PERTUSSIS,1950,61,1
RI,RHODE ISLAND,PERTUSSIS,1950,232,1
SC,SOUTH CAROLINA,PERTUSSIS,1950,22,1
SD,SOUTH DAKOTA,PERTUSSIS,1950,25,1
TN,TENNESSEE,PERTUSSIS,1950,57,1
TX,TEXAS,PERTUSSIS,1950,145,1
UT,UTAH,PERTUSSIS,1950,98,1
VA,VIRGINIA,PERTUSSIS,1950,96,1
VT,VERMONT,PERTUSSIS,1950,472,1
WA,WASHINGTON,PERTUSSIS,1950,87,1
WI,WISCONSIN,PERTUSSIS,1950,181,1
WV,WEST VIRGINIA,PERTUSSIS,1950,114,1
WY,WYOMING,PERTUSSIS,1950,41,1
AK,ALASKA,POLIO,1950,45,0
AL,ALABAMA,POLIO,1950,9,0
AR,ARKANSAS,POLIO,1950,17,0
AZ,ARIZONA,POLIO,1950,23,0
CA,CALIFORNIA,POLIO,1950,20,0
CO,COLORADO,POLIO,1950,16,0
CT,CONNECTICUT,POLIO,1950,24,0
DE,DELAWARE,POLIO,1950,13,0
FL,FLORIDA,POLIO,1950,16,0
GA,GEORGIA,POLIO,1950,14,0
HI,HAWAII,POLIO,1950,4,0
IA,IOWA,POLIO,1950,49,0
ID,IDAHO,POLIO,1950,27,0
IL,ILLINOIS,POLIO,1950,22,0
IN,INDIANA,POLIO,1950,15,0
KS,KANSAS,POLIO,1950,27,0
KY,KENTUCKY,POLIO,1950,24,0
LA,LOUISIANA,POLIO,1950,15,0
MA,MASSACHUSETTS,POLIO,1950,11,0
MD,MARYLAND,POLIO,1950,30,0
ME,MAINE,POLIO,1950,11,0
MI,MICHIGAN,POLIO,1950,31,0
MN,MINNESOTA,POLIO,1950,20,0
MO,MISSOURI,POLIO,1950,11,0
MS,MISSISSIPPI,POLIO,1950,18,0
MT,MONTANA,POLIO,1950,8,0
NC,NORTH CAROLINA,POLIO,1950,18,0
ND,NORTH DAKOTA,POLIO,1950,6,0
NE,NEBRASKA,POLIO,1950,33,0
NH,NEW HAMPSHIRE,POLIO,1950,4,0
NJ,NEW JERSEY,POLIO,1950,18,0
NM,NEW MEXICO,POLIO,1950,20,0
NV,NEVADA,POLIO,1950,7,0
NY,NEW YORK,POLIO,1950,28,0
OH,OHIO,POLIO,1950,23,0
OK,OKLAHOMA,POLIO,1950,24,0
OR,OREGON,POLIO,1950,34,0
PA,PENNSYLVANIA,POLIO,1950,13,0
RI,RHODE ISLAND,POLIO,1950,7,0
SC,SOUTH CAROLINA,POLIO,1950,21,0
SD,SOUTH DAKOTA,POLIO,1950,28,0
TN,TENNESSEE,POLIO,1950,17,0
TX,TEXAS,POLIO,1950,35,0
UT,UTAH,POLIO,1950,12,0
VA,VIRGINIA,POLIO,1950,37,0
VT,VERMONT,POLIO,1950,9,0
WA,WASHINGTON,POLIO,1950,27,0
WI,WISCONSIN,POLIO,1950,28,0
WV,WEST VIRGINIA,POLIO,1950,19,0
WY,WYOMING,POLIO,1950,15,0
AK,ALASKA,PERTUSSIS,1951,49,1
AL,ALABAMA,PERTUSSIS,1951,40,1
AR,ARKANSAS,PERTUSSIS,1951,81,1
AZ,ARIZONA,PERTUSSIS,1951,230,1
CA,CALIFORNIA,PERTUSSIS,1951,24,1
CO,COLORADO,PERTUSSIS,1951,67,1
CT,CONNECTICUT,PERTUSSIS,1951,24,1
DE,DELAWARE,PERTUSSIS,1951,19,1
FL,FLORIDA,PERTUSSIS,1951,27,1
GA,GEORGIA,PERTUSSIS,1951,31,1
HI,HAWAII,PERTUSSIS,1951,2,1
IA,IOWA,PERTUSSIS,1951,18,1
ID,IDAHO,PERTUSSIS,1951,47,1
IL,ILLINOIS,PERTUSSIS,1951,16,1
IN,INDIANA,PERTUSSIS,1951,23,1
KS,KANSAS,PERTUSSIS,1951,60,1
KY,KENTUCKY,PERTUSSIS,1951,44,1
LA,LOUISIANA,PERTUSSIS,1951,6,1
MA,MASSACHUSETTS,PERTUSSIS,1951,48,1
MD,MARYLAND,PERTUSSIS,1951,17,1
ME,MAINE,PERTUSSIS,1951,104,1
MI,MICHIGAN,PERTUSSIS,1951,46,1
MN,MINNESOTA,PERTUSSIS,1951,11,1
MO,MISSOURI,PERTUSSIS,1951,14,1
MS,MISSISSIPPI,PERTUSSIS,1951,22,1
MT,MONTANA,PERTUSSIS,1951,77,1
NC,NORTH CAROLINA,PERTUSSIS,1951,48,1
ND,NORTH DAKOTA,PERTUSSIS,1951,40,1
NE,NEBRASKA,PERTUSSIS,1951,10,1
NH,NEW HAMPSHIRE,PERTUSSIS,1951,50,1
NJ,NEW JERSEY,PERTUSSIS,1951,57,1
NM,NEW MEXICO,PERTUSSIS,1951,118,1
NV,NEVADA,PERTUSSIS,1951,4,1
NY,NEW YORK,PERTUSSIS,1951,24,1
OH,OHIO,PERTUSSIS,1951,25,1
OK,OKLAHOMA,PERTUSSIS,1951,47,1
OR,OREGON,PERTUSSIS,1951,18,1
PA,PENNSYLVANIA,PERTUSSIS,1951,35,1
RI,RHODE ISLAND,PERTUSSIS,1951,53,1
SC,SOUTH CAROLINA,PERTUSSIS,1951,11,1
SD,SOUTH DAKOTA,PERTUSSIS,1951,16,1
TN,TENNESSEE,PERTUSSIS,1951,31,1
TX,TEXAS,PERTUSSIS,1951,158,1
UT,UTAH,PERTUSSIS,1951,24,1
VA,VIRGINIA,PERTUSSIS,1951,57,1
VT,VERMONT,PERTUSSIS,1951,199,1
WA,WASHINGTON,PERTUSSIS,1951,26,1
WI,WISCONSIN,PERTUSSIS,1951,76,1
WV,WEST VIRGINIA,PERTUSSIS,1951,64,1
WY,WYOMING,PERTUSSIS,1951,142,1
AK,ALASKA,POLIO,1951,20,0
AL,ALABAMA,POLIO,1951,22,0
AR,ARKANSAS,POLIO,1951,23,0
AZ,ARIZONA,POLIO,1951,37,0
CA,CALIFORNIA,POLIO,1951,29,0
CO,COLORADO,POLIO,1951,81,0
CT,CONNECTICUT,POLIO,1951,15,0
DE,DELAWARE,POLIO,1951,4,0
FL,FLORIDA,POLIO,1951,12,0
GA,GEORGIA,POLIO,1951,19,0
HI,HAWAII,POLIO,1951,5,0
IA,IOWA,POLIO,1951,17,0
ID,IDAHO,POLIO,1951,21,0
IL,ILLINOIS,POLIO,1951,19,0
IN,INDIANA,POLIO,1951,9,0
KS,KANSAS,POLIO,1951,40,0
KY,KENTUCKY,POLIO,1951,11,0
LA,LOUISIANA,POLIO,1951,29,0
MA,MASSACHUSETTS,POLIO,1951,6,0
MD,MARYLAND,POLIO,1951,6,0
ME,MAINE,POLIO,1951,6,0
MI,MICHIGAN,POLIO,1951,23,0
MN,MINNESOTA,POLIO,1951,19,0
MO,MISSOURI,POLIO,1951,17,0
MS,MISSISSIPPI,POLIO,1951,32,0
MT,MONTANA,POLIO,1951,23,0
NC,NORTH CAROLINA,POLIO,1951,8,0
ND,NORTH DAKOTA,POLIO,1951,16,0
NE,NEBRASKA,POLIO,1951,33,0
NH,NEW HAMPSHIRE,POLIO,1951,7,0
NJ,NEW JERSEY,POLIO,1951,9,0
NM,NEW MEXICO,POLIO,1951,20,0
NV,NEVADA,POLIO,1951,24,0
NY,NEW YORK,POLIO,1951,12,0
OH,OHIO,POLIO,1951,14,0
OK,OKLAHOMA,POLIO,1951,30,0
OR,OREGON,POLIO,1951,23,0
PA,PENNSYLVANIA,POLIO,1951,7,0
RI,RHODE ISLAND,POLIO,1951,2,0
SC,SOUTH CAROLINA,POLIO,1951,6,0
SD,SOUTH DAKOTA,POLIO,1951,20,0
TN,TENNESSEE,POLIO,1951,21,0
TX,TEXAS,POLIO,1951,24,0
UT,UTAH,POLIO,1951,81,0
VA,VIRGINIA,POLIO,1951,7,0
VT,VERMONT,POLIO,1951,8,0
WA,WASHINGTON,POLIO,1951,18,0
WI,WISCONSIN,POLIO,1951,40,0
WV,WEST VIRGINIA,POLIO,1951,14,0
WY,WYOMING,POLIO,1951,70,0
AL,ALABAMA,PERTUSSIS,1952,30,1
AR,ARKANSAS,PERTUSSIS,1952,56,1
AZ,ARIZONA,PERTUSSIS,1952,201,1
CA,CALIFORNIA,PERTUSSIS,1952,30,1
CO,COLORADO,PERTUSSIS,1952,47,1
CT,CONNECTICUT,PERTUSSIS,1952,24,1
DE,DELAWARE,PERTUSSIS,1952,22,1
FL,FLORIDA,PERTUSSIS,1952,18,1
GA,GEORGIA,PERTUSSIS,1952,22,1
IA,IOWA,PERTUSSIS,1952,13,1
ID,IDAHO,PERTUSSIS,1952,36,1
IL,ILLINOIS,PERTUSSIS,1952,11,1
IN,INDIANA,PERTUSSIS,1952,17,1
KS,KANSAS,PERTUSSIS,1952,38,1
KY,KENTUCKY,PERTUSSIS,1952,56,1
LA,LOUISIANA,PERTUSSIS,1952,7,1
MA,MASSACHUSETTS,PERTUSSIS,1952,44,1
MD,MARYLAND,PERTUSSIS,1952,13,1
ME,MAINE,PERTUSSIS,1952,63,1
MI,MICHIGAN,PERTUSSIS,1952,35,1
MN,MINNESOTA,PERTUSSIS,1952,8,1
