State Code,State,disease,Calendar Year,# Incidents Per 100000 Per Location,Vaccine has been introduced Flag
LA,LOUISIANA,MUMPS,1968,2,1
MA,MASSACHUSETTS,MUMPS,1968,149,1
MD,MARYLAND,MUMPS,1968,29,1
ME,MAINE,MUMPS,1968,92,1
MI,MICHIGAN,MUMPS,1968,165,1
MN,MINNESOTA,MUMPS,1968,19,1
MO,MISSOURI,MUMPS,1968,19,1
MS,MISSISSIPPI,MUMPS,1968,11,1
MT,MONTANA,MUMPS,1968,90,1
ND,NORTH DAKOTA,MUMPS,1968,227,1
NE,NEBRASKA,MUMPS,1968,41,1
NH,NEW HAMPSHIRE,MUMPS,1968,43,1
NJ,NEW JERSEY,MUMPS,1968,54,1
NM,NEW MEXICO,MUMPS,1968,98,1
NV,NEVADA,MUMPS,1968,39,1
OH,OHIO,MUMPS,1968,28,1
OK,OKLAHOMA,MUMPS,1968,7,1
OR,OREGON,MUMPS,1968,51,1
RI,RHODE ISLAND,MUMPS,1968,182,1
SC,SOUTH CAROLINA,MUMPS,1968,11,1
TN,TENNESSEE,MUMPS,1968,153,1
TX,TEXAS,MUMPS,1968,104,1
UT,UTAH,MUMPS,1968,68,1
VA,VIRGINIA,MUMPS,1968,28,1
VT,VERMONT,MUMPS,1968,290,1
WA,WASHINGTON,MUMPS,1968,201,1
WI,WISCONSIN,MUMPS,1968,355,1
WV,WEST VIRGINIA,MUMPS,1968,198,1
WY,WYOMING,MUMPS,1968,123,1
AK,ALASKA,RUBELLA,1968,101,0
AL,ALABAMA,RUBELLA,1968,12,0
AR,ARKANSAS,RUBELLA,1968,0,0
AZ,ARIZONA,RUBELLA,1968,42,0
CA,CALIFORNIA,RUBELLA,1968,25,0
CO,COLORADO,RUBELLA,1968,42,0
CT,CONNECTICUT,RUBELLA,1968,103,0
DE,DELAWARE,RUBELLA,1968,28,0
FL,FLORIDA,RUBELLA,1968,23,0
HI,HAWAII,RUBELLA,1968,39,0
IA,IOWA,RUBELLA,1968,73,0
ID,IDAHO,RUBELLA,1968,19,0
IL,ILLINOIS,RUBELLA,1968,31,0
IN,INDIANA,RUBELLA,1968,17,0
KS,KANSAS,RUBELLA,1968,6,0
KY,KENTUCKY,RUBELLA,1968,27,0
LA,LOUISIANA,RUBELLA,1968,2,0
MA,MASSACHUSETTS,RUBELLA,1968,64,0
MD,MARYLAND,RUBELLA,1968,10,0
NV,NEVADA,MEASLES,1969,0,1
GA,GEORGIA,MEASLES,1969,0,1
AK,ALASKA,MEASLES,1969,7,1
AL,ALABAMA,MEASLES,1969,0,1
AR,ARKANSAS,MEASLES,1969,2,1
AZ,ARIZONA,MEASLES,1969,31,1
CA,CALIFORNIA,MEASLES,1969,5,1
CO,COLORADO,MEASLES,1969,6,1
CT,CONNECTICUT,MEASLES,1969,21,1
DE,DELAWARE,MEASLES,1969,94,1
FL,FLORIDA,MEASLES,1969,9,1
HI,HAWAII,MEASLES,1969,7,1
IA,IOWA,MEASLES,1969,10,1
ID,IDAHO,MEASLES,1969,13,1
IL,ILLINOIS,MEASLES,1969,10,1
IN,INDIANA,MEASLES,1969,11,1
KS,KANSAS,MEASLES,1969,0,1
KY,KENTUCKY,MEASLES,1969,2,1
LA,LOUISIANA,MEASLES,1969,3,1
MA,MASSACHUSETTS,MEASLES,1969,7,1
MD,MARYLAND,MEASLES,1969,3,1
ME,MAINE,MEASLES,1969,1,1
MI,MICHIGAN,MEASLES,1969,4,1
MN,MINNESOTA,MEASLES,1969,1,1
MO,MISSOURI,MEASLES,1969,2,1
MS,MISSISSIPPI,MEASLES,1969,1,1
MT,MONTANA,MEASLES,1969,17,1
NC,NORTH CAROLINA,MEASLES,1969,7,1
ND,NORTH DAKOTA,MEASLES,1969,13,1
NE,NEBRASKA,MEASLES,1969,45,1
NH,NEW HAMPSHIRE,MEASLES,1969,27,1
NJ,NEW JERSEY,MEASLES,1969,13,1
NM,NEW MEXICO,MEASLES,1969,28,1
NY,NEW YORK,MEASLES,1969,30,1
OH,OHIO,MEASLES,1969,5,1
OK,OKLAHOMA,MEASLES,1969,6,1
OR,OREGON,MEASLES,1969,10,1
PA,PENNSYLVANIA,MEASLES,1969,11,1
RI,RHODE ISLAND,MEASLES,1969,3,1
SC,SOUTH CAROLINA,MEASLES,1969,5,1
SD,SOUTH DAKOTA,MEASLES,1969,8,1
TN,TENNESSEE,MEASLES,1969,1,1
TX,TEXAS,MEASLES,1969,45,1
UT,UTAH,MEASLES,1969,1,1
VA,VIRGINIA,MEASLES,1969,20,1
VT,VERMONT,MEASLES,1969,1,1
WA,WASHINGTON,MEASLES,1969,2,1
WI,WISCONSIN,MEASLES,1969,15,1
WV,WEST VIRGINIA,MEASLES,1969,14,1
WY,WYOMING,MEASLES,1969,2,1
AK,ALASKA,MUMPS,1969,311,1
AL,ALABAMA,MUMPS,1969,7,1
AR,ARKANSAS,MUMPS,1969,5,1
AZ,ARIZONA,MUMPS,1969,121,1
CA,CALIFORNIA,MUMPS,1969,41,1
CO,COLORADO,MUMPS,1969,40,1
CT,CONNECTICUT,MUMPS,1969,133,1
DE,DELAWARE,MUMPS,1969,24,1
FL,FLORIDA,MUMPS,1969,25,1
GA,GEORGIA,MUMPS,1969,0,1
HI,HAWAII,MUMPS,1969,80,1
IA,IOWA,MUMPS,1969,154,1
ID,IDAHO,MUMPS,1969,29,1
IL,ILLINOIS,MUMPS,1969,26,1
IN,INDIANA,MUMPS,1969,54,1
KS,KANSAS,MUMPS,1969,5,1
KY,KENTUCKY,MUMPS,1969,43,1
LA,LOUISIANA,MUMPS,1969,1,1
MA,MASSACHUSETTS,MUMPS,1969,77,1
MD,MARYLAND,MUMPS,1969,15,1
ME,MAINE,MUMPS,1969,113,1
MI,MICHIGAN,MUMPS,1969,57,1
MN,MINNESOTA,MUMPS,1969,18,1
MO,MISSOURI,MUMPS,1969,9,1
MS,MISSISSIPPI,MUMPS,1969,2,1
MT,MONTANA,MUMPS,1969,108,1
ND,NORTH DAKOTA,MUMPS,1969,66,1
NE,NEBRASKA,MUMPS,1969,20,1
NH,NEW HAMPSHIRE,MUMPS,1969,32,1
NJ,NEW JERSEY,MUMPS,1969,26,1
NM,NEW MEXICO,MUMPS,1969,99,1
OH,OHIO,MUMPS,1969,20,1
OK,OKLAHOMA,MUMPS,1969,39,1
OR,OREGON,MUMPS,1969,31,1
RI,RHODE ISLAND,MUMPS,1969,127,1
SC,SOUTH CAROLINA,MUMPS,1969,18,1
TN,TENNESSEE,MUMPS,1969,59,1
TX,TEXAS,MUMPS,1969,73,1
UT,UTAH,MUMPS,1969,32,1
VA,VIRGINIA,MUMPS,1969,28,1
VT,VERMONT,MUMPS,1969,287,1
WA,WASHINGTON,MUMPS,1969,130,1
WI,WISCONSIN,MUMPS,1969,195,1
WV,WEST VIRGINIA,MUMPS,1969,157,1
WY,WYOMING,MUMPS,1969,2,1
AK,ALASKA,RUBELLA,1969,157,1
AL,ALABAMA,RUBELLA,1969,4,1
AR,ARKANSAS,RUBELLA,1969,10,1
AZ,ARIZONA,RUBELLA,1969,47,1
CA,CALIFORNIA,RUBELLA,1969,31,1
CO,COLORADO,RUBELLA,1969,63,1
CT,CONNECTICUT,RUBELLA,1969,55,1
DE,DELAWARE,RUBELLA,1969,37,1
FL,FLORIDA,RUBELLA,1969,30,1
HI,HAWAII,RUBELLA,1969,130,1
IA,IOWA,RUBELLA,1969,86,1
ID,IDAHO,RUBELLA,1969,13,1
IL,ILLINOIS,RUBELLA,1969,16,1
IN,INDIANA,RUBELLA,1969,44,1
KS,KANSAS,RUBELLA,1969,2,1
KY,KENTUCKY,RUBELLA,1969,36,1
LA,LOUISIANA,RUBELLA,1969,1,1
MA,MASSACHUSETTS,RUBELLA,1969,25,1
MD,MARYLAND,RUBELLA,1969,17,1
ME,MAINE,RUBELLA,1969,24,1
MI,MICHIGAN,RUBELLA,1969,46,1
MN,MINNESOTA,RUBELLA,1969,6,1
MO,MISSOURI,RUBELLA,1969,8,1
MS,MISSISSIPPI,RUBELLA,1969,9,1
MT,MONTANA,RUBELLA,1969,15,1
NC,NORTH CAROLINA,RUBELLA,1969,0,1
ND,NORTH DAKOTA,RUBELLA,1969,40,1
NE,NEBRASKA,RUBELLA,1969,24,1
NH,NEW HAMPSHIRE,RUBELLA,1969,14,1
NJ,NEW JERSEY,RUBELLA,1969,8,1
NM,NEW MEXICO,RUBELLA,1969,30,1
NV,NEVADA,RUBELLA,1969,1,1
NY,NEW YORK,RUBELLA,1969,11,1
OH,OHIO,RUBELLA,1969,12,1
OK,OKLAHOMA,RUBELLA,1969,67,1
OR,OREGON,RUBELLA,1969,35,1
PA,PENNSYLVANIA,RUBELLA,1969,7,1
RI,RHODE ISLAND,RUBELLA,1969,28,1
SC,SOUTH CAROLINA,RUBELLA,1969,11,1
TN,TENNESSEE,RUBELLA,1969,43,1
TX,TEXAS,RUBELLA,1969,38,1
UT,UTAH,RUBELLA,1969,15,1
VA,VIRGINIA,RUBELLA,1969,33,1
VT,VERMONT,RUBELLA,1969,28,1
WA,WASHINGTON,RUBELLA,1969,54,1
WI,WISCONSIN,RUBELLA,1969,72,1
WV,WEST VIRGINIA,RUBELLA,1969,135,1
WY,WYOMING,RUBELLA,1969,25,1
AL,ALABAMA,MUMPS,1970,11,1
AZ,ARIZONA,RUBELLA,1970,33,1
CA,CALIFORNIA,RUBELLA,1970,26,1
CO,COLORADO,RUBELLA,1970,19,1
CT,CONNECTICUT,RUBELLA,1970,20,1
DE,DELAWARE,RUBELLA,1970,8,1
FL,FLORIDA,RUBELLA,1970,47,1
HI,HAWAII,RUBELLA,1970,28,1
IA,IOWA,RUBELLA,1970,73,1
ID,IDAHO,RUBELLA,1970,28,1
IL,ILLINOIS,RUBELLA,1970,16,1
AK,ALASKA,RUBELLA,1970,27,1
IN,INDIANA,RUBELLA,1970,39,1
KS,KANSAS,RUBELLA,1970,3,1
KY,KENTUCKY,RUBELLA,1970,29,1
LA,LOUISIANA,RUBELLA,1970,4,1
MA,MASSACHUSETTS,RUBELLA,1970,22,1
MD,MARYLAND,RUBELLA,1970,8,1
ME,MAINE,RUBELLA,1970,48,1
MI,MICHIGAN,RUBELLA,1970,31,1
MN,MINNESOTA,RUBELLA,1970,3,1
MO,MISSOURI,RUBELLA,1970,9,1
MS,MISSISSIPPI,RUBELLA,1970,4,1
MT,MONTANA,RUBELLA,1970,48,1
NC,NORTH CAROLINA,RUBELLA,1970,1,1
ND,NORTH DAKOTA,RUBELLA,1970,25,1
NE,NEBRASKA,RUBELLA,1970,37,1
NH,NEW HAMPSHIRE,RUBELLA,1970,20,1
NJ,NEW JERSEY,RUBELLA,1970,12,1
NM,NEW MEXICO,RUBELLA,1970,22,1
NY,NEW YORK,RUBELLA,1970,6,1
OH,OHIO,RUBELLA,1970,20,1
OK,OKLAHOMA,RUBELLA,1970,31,1
OR,OREGON,RUBELLA,1970,46,1
PA,PENNSYLVANIA,RUBELLA,1970,17,1
RI,RHODE ISLAND,RUBELLA,1970,19,1
SC,SOUTH CAROLINA,RUBELLA,1970,25,1
SD,SOUTH DAKOTA,RUBELLA,1970,1,1
TN,TENNESSEE,RUBELLA,1970,38,1
TX,TEXAS,RUBELLA,1970,72,1
UT,UTAH,RUBELLA,1970,16,1
VA,VIRGINIA,RUBELLA,1970,16,1
VT,VERMONT,RUBELLA,1970,15,1
WA,WASHINGTON,RUBELLA,1970,142,1
WI,WISCONSIN,RUBELLA,1970,51,1
WV,WEST VIRGINIA,RUBELLA,1970,80,1
WY,WYOMING,RUBELLA,1970,40,1
AK,ALASKA,MEASLES,1970,34,1
AL,ALABAMA,MEASLES,1970,14,1
AR,ARKANSAS,MEASLES,1970,2,1
AZ,ARIZONA,MEASLES,1970,53,1
CA,CALIFORNIA,MEASLES,1970,10,1
CO,COLORADO,MEASLES,1970,10,1
CT,CONNECTICUT,MEASLES,1970,4,1
DE,DELAWARE,MEASLES,1970,47,1
FL,FLORIDA,MEASLES,1970,20,1
GA,GEORGIA,MEASLES,1970,0,1
HI,HAWAII,MEASLES,1970,24,1
IA,IOWA,MEASLES,1970,31,1
ID,IDAHO,MEASLES,1970,13,1
IL,ILLINOIS,MEASLES,1970,29,1
IN,INDIANA,MEASLES,1970,6,1
KS,KANSAS,MEASLES,1970,3,1
KY,KENTUCKY,MEASLES,1970,32,1
LA,LOUISIANA,MEASLES,1970,8,1
MA,MASSACHUSETTS,MEASLES,1970,16,1
MD,MARYLAND,MEASLES,1970,35,1
ME,MAINE,MEASLES,1970,41,1
MI,MICHIGAN,MEASLES,1970,20,1
MN,MINNESOTA,MEASLES,1970,1,1
MO,MISSOURI,MEASLES,1970,16,1
MS,MISSISSIPPI,MEASLES,1970,6,1
MT,MONTANA,MEASLES,1970,16,1
NC,NORTH CAROLINA,MEASLES,1970,19,1
ND,NORTH DAKOTA,MEASLES,1970,51,1
NE,NEBRASKA,MEASLES,1970,52,1
NH,NEW HAMPSHIRE,MEASLES,1970,8,1
NJ,NEW JERSEY,MEASLES,1970,23,1
NM,NEW MEXICO,MEASLES,1970,29,1
NV,NEVADA,MEASLES,1970,4,1
NY,NEW YORK,MEASLES,1970,9,1
OH,OHIO,MEASLES,1970,38,1
OK,OKLAHOMA,MEASLES,1970,31,1
OR,OREGON,MEASLES,1970,21,1
PA,PENNSYLVANIA,MEASLES,1970,18,1
RI,RHODE ISLAND,MEASLES,1970,11,1
SC,SOUTH CAROLINA,MEASLES,1970,24,1
SD,SOUTH DAKOTA,MEASLES,1970,16,1
TN,TENNESSEE,MEASLES,1970,14,1
TX,TEXAS,MEASLES,1970,72,1
UT,UTAH,MEASLES,1970,4,1
VA,VIRGINIA,MEASLES,1970,52,1
VT,VERMONT,MEASLES,1970,2,1
WA,WASHINGTON,MEASLES,1970,20,1
WI,WISCONSIN,MEASLES,1970,31,1
WV,WEST VIRGINIA,MEASLES,1970,20,1
WY,WYOMING,MEASLES,1970,3,1
AK,ALASKA,MUMPS,1970,92,1
AR,ARKANSAS,RUBELLA,1970,2,1
AR,ARKANSAS,MUMPS,1970,8,1
AZ,ARIZONA,MUMPS,1970,52,1
CA,CALIFORNIA,MUMPS,1970,31,1
CO,COLORADO,MUMPS,1970,67,1
CT,CONNECTICUT,MUMPS,1970,119,1
DE,DELAWARE,MUMPS,1970,65,1
FL,FLORIDA,MUMPS,1970,41,1
GA,GEORGIA,MUMPS,1970,0,1
HI,HAWAII,MUMPS,1970,186,1
IA,IOWA,MUMPS,1970,116,1
ID,IDAHO,MUMPS,1970,15,1
IL,ILLINOIS,MUMPS,1970,20,1
IN,INDIANA,MUMPS,1970,46,1
KS,KANSAS,MUMPS,1970,7,1
KY,KENTUCKY,MUMPS,1970,67,1
LA,LOUISIANA,MUMPS,1970,1,1
MA,MASSACHUSETTS,MUMPS,1970,59,1
MD,MARYLAND,MUMPS,1970,28,1
ME,MAINE,MUMPS,1970,89,1
MI,MICHIGAN,MUMPS,1970,85,1
MN,MINNESOTA,MUMPS,1970,14,1
MO,MISSOURI,MUMPS,1970,7,1
MS,MISSISSIPPI,MUMPS,1970,3,1
MT,MONTANA,MUMPS,1970,113,1
ND,NORTH DAKOTA,MUMPS,1970,60,1
NE,NEBRASKA,MUMPS,1970,27,1
NH,NEW HAMPSHIRE,MUMPS,1970,57,1
NJ,NEW JERSEY,MUMPS,1970,38,1
NM,NEW MEXICO,MUMPS,1970,74,1
NY,NEW YORK,MUMPS,1970,6,1
OH,OHIO,MUMPS,1970,46,1
OK,OKLAHOMA,MUMPS,1970,92,1
OR,OREGON,MUMPS,1970,64,1
PA,PENNSYLVANIA,MUMPS,1970,29,1
RI,RHODE ISLAND,MUMPS,1970,234,1
SC,SOUTH CAROLINA,MUMPS,1970,39,1
SD,SOUTH DAKOTA,MUMPS,1970,9,1
TN,TENNESSEE,MUMPS,1970,82,1
TX,TEXAS,MUMPS,1970,52,1
UT,UTAH,MUMPS,1970,12,1
VA,VIRGINIA,MUMPS,1970,47,1
VT,VERMONT,MUMPS,1970,162,1
WA,WASHINGTON,MUMPS,1970,169,1
WI,WISCONSIN,MUMPS,1970,254,1
WV,WEST VIRGINIA,MUMPS,1970,143,1
WY,WYOMING,MUMPS,1970,13,1
AL,ALABAMA,RUBELLA,1970,11,1
ID,IDAHO,RUBELLA,1971,6,1
GA,GEORGIA,RUBELLA,1971,0,1
AK,ALASKA,RUBELLA,1971,13,1
AL,ALABAMA,RUBELLA,1971,6,1
AR,ARKANSAS,RUBELLA,1971,17,1
AZ,ARIZONA,RUBELLA,1971,20,1
CA,CALIFORNIA,RUBELLA,1971,41,1
CO,COLORADO,RUBELLA,1971,14,1
CT,CONNECTICUT,RUBELLA,1971,15,1
DE,DELAWARE,RUBELLA,1971,9,1
FL,FLORIDA,RUBELLA,1971,24,1
HI,HAWAII,RUBELLA,1971,22,1
IA,IOWA,RUBELLA,1971,26,1
IL,ILLINOIS,RUBELLA,1971,12,1
IN,INDIANA,RUBELLA,1971,42,1
KS,KANSAS,RUBELLA,1971,18,1
KY,KENTUCKY,RUBELLA,1971,52,1
LA,LOUISIANA,RUBELLA,1971,8,1
MA,MASSACHUSETTS,RUBELLA,1971,15,1
MD,MARYLAND,RUBELLA,1971,4,1
ME,MAINE,RUBELLA,1971,23,1
MI,MICHIGAN,RUBELLA,1971,34,1
MN,MINNESOTA,RUBELLA,1971,8,1
MO,MISSOURI,RUBELLA,1971,25,1
MS,MISSISSIPPI,RUBELLA,1971,4,1
MT,MONTANA,RUBELLA,1971,18,1
NC,NORTH CAROLINA,RUBELLA,1971,1,1
ND,NORTH DAKOTA,RUBELLA,1971,15,1
NE,NEBRASKA,RUBELLA,1971,7,1
NH,NEW HAMPSHIRE,RUBELLA,1971,6,1
NJ,NEW JERSEY,RUBELLA,1971,9,1
NM,NEW MEXICO,RUBELLA,1971,23,1
NV,NEVADA,RUBELLA,1971,3,1
NY,NEW YORK,RUBELLA,1971,6,1
OH,OHIO,RUBELLA,1971,10,1
OK,OKLAHOMA,RUBELLA,1971,3,1
OR,OREGON,RUBELLA,1971,37,1
PA,PENNSYLVANIA,RUBELLA,1971,9,1
RI,RHODE ISLAND,RUBELLA,1971,11,1
SC,SOUTH CAROLINA,RUBELLA,1971,17,1
SD,SOUTH DAKOTA,RUBELLA,1971,15,1
TN,TENNESSEE,RUBELLA,1971,49,1
TX,TEXAS,RUBELLA,1971,37,1
UT,UTAH,RUBELLA,1971,6,1
VA,VIRGINIA,RUBELLA,1971,5,1
VT,VERMONT,RUBELLA,1971,22,1
WA,WASHINGTON,RUBELLA,1971,42,1
WI,WISCONSIN,RUBELLA,1971,40,1
WV,WEST VIRGINIA,RUBELLA,1971,40,1
WY,WYOMING,RUBELLA,1971,248,1
AK,ALASKA,MEASLES,1971,19,1
AL,ALABAMA,MEASLES,1971,55,1
AR,ARKANSAS,MEASLES,1971,22,1
AZ,ARIZONA,MEASLES,1971,25,1
CA,CALIFORNIA,MEASLES,1971,14,1
CO,COLORADO,MEASLES,1971,37,1
CT,CONNECTICUT,MEASLES,1971,39,1
DE,DELAWARE,MEASLES,1971,7,1
FL,FLORIDA,MEASLES,1971,31,1
GA,GEORGIA,MEASLES,1971,24,1
HI,HAWAII,MEASLES,1971,59,1
IA,IOWA,MEASLES,1971,95,1
ID,IDAHO,MEASLES,1971,36,1
IL,ILLINOIS,MEASLES,1971,29,1
IN,INDIANA,MEASLES,1971,58,1
KS,KANSAS,MEASLES,1971,62,1
KY,KENTUCKY,MEASLES,1971,111,1
LA,LOUISIANA,MEASLES,1971,42,1
MA,MASSACHUSETTS,MEASLES,1971,8,1
MD,MARYLAND,MEASLES,1971,14,1
ME,MAINE,MEASLES,1971,120,1
MI,MICHIGAN,MEASLES,1971,29,1
MN,MINNESOTA,MEASLES,1971,2,1
MO,MISSOURI,MEASLES,1971,43,1
MS,MISSISSIPPI,MEASLES,1971,67,1
MT,MONTANA,MEASLES,1971,113,1
NC,NORTH CAROLINA,MEASLES,1971,36,1
ND,NORTH DAKOTA,MEASLES,1971,36,1
NE,NEBRASKA,MEASLES,1971,5,1
NH,NEW HAMPSHIRE,MEASLES,1971,27,1
NJ,NEW JERSEY,MEASLES,1971,17,1
NM,NEW MEXICO,MEASLES,1971,37,1
NV,NEVADA,MEASLES,1971,1,1
NY,NEW YORK,MEASLES,1971,24,1
OH,OHIO,MEASLES,1971,37,1
OK,OKLAHOMA,MEASLES,1971,25,1
OR,OREGON,MEASLES,1971,16,1
PA,PENNSYLVANIA,MEASLES,1971,16,1
RI,RHODE ISLAND,MEASLES,1971,25,1
SC,SOUTH CAROLINA,MEASLES,1971,33,1
SD,SOUTH DAKOTA,MEASLES,1971,31,1
TN,TENNESSEE,MEASLES,1971,25,1
TX,TEXAS,MEASLES,1971,77,1
UT,UTAH,MEASLES,1971,30,1
VA,VIRGINIA,MEASLES,1971,32,1
VT,VERMONT,MEASLES,1971,27,1
WA,WASHINGTON,MEASLES,1971,33,1
WI,WISCONSIN,MEASLES,1971,88,1
WV,WEST VIRGINIA,MEASLES,1971,32,1
WY,WYOMING,MEASLES,1971,24,1
AK,ALASKA,MUMPS,1971,29,1
AL,ALABAMA,MUMPS,1971,29,1
AR,ARKANSAS,MUMPS,1971,8,1
AZ,ARIZONA,MUMPS,1971,62,1
CA,CALIFORNIA,MUMPS,1971,37,1
CO,COLORADO,MUMPS,1971,66,1
CT,CONNECTICUT,MUMPS,1971,52,1
DE,DELAWARE,MUMPS,1971,32,1
FL,FLORIDA,MUMPS,1971,38,1
GA,GEORGIA,MUMPS,1971,0,1
HI,HAWAII,MUMPS,1971,105,1
IA,IOWA,MUMPS,1971,197,1
ID,IDAHO,MUMPS,1971,24,1
IL,ILLINOIS,MUMPS,1971,46,1
IN,INDIANA,MUMPS,1971,98,1
KS,KANSAS,MUMPS,1971,30,1
KY,KENTUCKY,MUMPS,1971,69,1
LA,LOUISIANA,MUMPS,1971,4,1
MA,MASSACHUSETTS,MUMPS,1971,31,1
MD,MARYLAND,MUMPS,1971,19,1
ME,MAINE,MUMPS,1971,99,1
MI,MICHIGAN,MUMPS,1971,113,1
MN,MINNESOTA,MUMPS,1971,36,1
MO,MISSOURI,MUMPS,1971,17,1
MS,MISSISSIPPI,MUMPS,1971,7,1
MT,MONTANA,MUMPS,1971,53,1
ND,NORTH DAKOTA,MUMPS,1971,67,1
NE,NEBRASKA,MUMPS,1971,16,1
NH,NEW HAMPSHIRE,MUMPS,1971,78,1
NJ,NEW JERSEY,MUMPS,1971,24,1
NM,NEW MEXICO,MUMPS,1971,69,1
OH,OHIO,MUMPS,1971,80,1
OK,OKLAHOMA,MUMPS,1971,7,1
OR,OREGON,MUMPS,1971,78,1
PA,PENNSYLVANIA,MUMPS,1971,23,1
RI,RHODE ISLAND,MUMPS,1971,132,1
SC,SOUTH CAROLINA,MUMPS,1971,30,1
SD,SOUTH DAKOTA,MUMPS,1971,44,1
TN,TENNESSEE,MUMPS,1971,125,1
TX,TEXAS,MUMPS,1971,75,1
UT,UTAH,MUMPS,1971,17,1
VA,VIRGINIA,MUMPS,1971,22,1
VT,VERMONT,MUMPS,1971,76,1
WA,WASHINGTON,MUMPS,1971,185,1
WI,WISCONSIN,MUMPS,1971,373,1
WV,WEST VIRGINIA,MUMPS,1971,143,1
WY,WYOMING,MUMPS,1971,123,1
HI,HAWAII,RUBELLA,1972,6,1
AK,ALASKA,RUBELLA,1972,8,1
AL,ALABAMA,RUBELLA,1972,2,1
AR,ARKANSAS,RUBELLA,1972,4,1
AZ,ARIZONA,RUBELLA,1972,17,1
CA,CALIFORNIA,RUBELLA,1972,23,1
CO,COLORADO,RUBELLA,1972,21,1
CT,CONNECTICUT,RUBELLA,1972,9,1
DE,DELAWARE,RUBELLA,1972,2,1
FL,FLORIDA,RUBELLA,1972,24,1
GA,GEORGIA,RUBELLA,1972,1,1
NV,NEVADA,MEASLES,1972,0,1
IA,IOWA,RUBELLA,1972,15,1
ID,IDAHO,RUBELLA,1972,5,1
IL,ILLINOIS,RUBELLA,1972,10,1
IN,INDIANA,RUBELLA,1972,14,1
KS,KANSAS,RUBELLA,1972,8,1
KY,KENTUCKY,RUBELLA,1972,26,1
LA,LOUISIANA,RUBELLA,1972,2,1
MA,MASSACHUSETTS,RUBELLA,1972,9,1
MD,MARYLAND,RUBELLA,1972,2,1
ME,MAINE,RUBELLA,1972,6,1
MI,MICHIGAN,RUBELLA,1972,15,1
OR,OREGON,MUMPS,1972,89,1
WI,WISCONSIN,RUBELLA,1972,51,1
WV,WEST VIRGINIA,RUBELLA,1972,22,1
WY,WYOMING,RUBELLA,1972,2,1
AK,ALASKA,MEASLES,1972,4,1
AL,ALABAMA,MEASLES,1972,4,1
AR,ARKANSAS,MEASLES,1972,1,1
AZ,ARIZONA,MEASLES,1972,41,1
CA,CALIFORNIA,MEASLES,1972,15,1
CO,COLORADO,MEASLES,1972,21,1
CT,CONNECTICUT,MEASLES,1972,50,1
DE,DELAWARE,MEASLES,1972,10,1
FL,FLORIDA,MEASLES,1972,18,1
GA,GEORGIA,MEASLES,1972,4,1
HI,HAWAII,MEASLES,1972,11,1
IA,IOWA,MEASLES,1972,33,1
ID,IDAHO,MEASLES,1972,14,1
IL,ILLINOIS,MEASLES,1972,40,1
IN,INDIANA,MEASLES,1972,24,1
KS,KANSAS,MEASLES,1972,2,1
KY,KENTUCKY,MEASLES,1972,14,1
LA,LOUISIANA,MEASLES,1972,3,1
MA,MASSACHUSETTS,MEASLES,1972,22,1
MD,MARYLAND,MEASLES,1972,0,1
ME,MAINE,MEASLES,1972,21,1
MI,MICHIGAN,MEASLES,1972,26,1
MN,MINNESOTA,MEASLES,1972,1,1
MO,MISSOURI,MEASLES,1972,4,1
MS,MISSISSIPPI,MEASLES,1972,9,1
MT,MONTANA,MEASLES,1972,2,1
NC,NORTH CAROLINA,MEASLES,1972,1,1
ND,NORTH DAKOTA,MEASLES,1972,9,1
NE,NEBRASKA,MEASLES,1972,2,1
NH,NEW HAMPSHIRE,MEASLES,1972,99,1
NJ,NEW JERSEY,MEASLES,1972,6,1
NM,NEW MEXICO,MEASLES,1972,12,1
NY,NEW YORK,MEASLES,1972,4,1
OH,OHIO,MEASLES,1972,3,1
OK,OKLAHOMA,MEASLES,1972,1,1
OR,OREGON,MEASLES,1972,9,1
PA,PENNSYLVANIA,MEASLES,1972,1,1
RI,RHODE ISLAND,MEASLES,1972,52,1
SC,SOUTH CAROLINA,MEASLES,1972,8,1
SD,SOUTH DAKOTA,MEASLES,1972,2,1
TN,TENNESSEE,MEASLES,1972,5,1
TX,TEXAS,MEASLES,1972,13,1
UT,UTAH,MEASLES,1972,14,1
VA,VIRGINIA,MEASLES,1972,2,1
VT,VERMONT,MEASLES,1972,17,1
WA,WASHINGTON,MEASLES,1972,28,1
WI,WISCONSIN,MEASLES,1972,76,1
WV,WEST VIRGINIA,MEASLES,1972,16,1
WY,WYOMING,MEASLES,1972,14,1
AK,ALASKA,MUMPS,1972,77,1
AL,ALABAMA,MUMPS,1972,24,1
AR,ARKANSAS,MUMPS,1972,11,1
AZ,ARIZONA,MUMPS,1972,46,1
CA,CALIFORNIA,MUMPS,1972,34,1
CO,COLORADO,MUMPS,1972,33,1
CT,CONNECTICUT,MUMPS,1972,36,1
DE,DELAWARE,MUMPS,1972,31,1
FL,FLORIDA,MUMPS,1972,18,1
GA,GEORGIA,MUMPS,1972,1,1
HI,HAWAII,MUMPS,1972,36,1
IA,IOWA,MUMPS,1972,229,1
ID,IDAHO,MUMPS,1972,31,1
IL,ILLINOIS,MUMPS,1972,29,1
IN,INDIANA,MUMPS,1972,22,1
KS,KANSAS,MUMPS,1972,33,1
KY,KENTUCKY,MUMPS,1972,16,1
LA,LOUISIANA,MUMPS,1972,9,1
